﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025031611,   1019.1,   1022.8,     14.3,      9.7,       74,      0.6,     80.0,      5.3,     30.0,      0.0,      0.0,      0.0,     0.46,     None,     1.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031612,   1018.5,   1022.2,     14.4,      8.6,       68,      2.5,    340.0,      5.1,    360.0,      0.0,      0.0,      0.0,     0.81,     None,     2.85,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031613,   1018.1,   1021.8,     14.1,      7.6,       65,      2.3,     50.0,      6.7,     60.0,      0.0,      0.0,      0.0,     0.67,     None,     2.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031614,   1017.9,   1021.6,     14.7,      6.3,       57,      2.8,    360.0,      8.4,     70.0,      0.0,      0.0,      0.0,     0.80,     None,     2.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031615,   1017.8,   1021.5,     15.0,      5.0,       51,      2.9,     40.0,      7.5,     60.0,      0.0,      0.0,      0.1,     1.09,     None,     2.88,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031616,   1018.2,   1021.9,     14.7,      5.5,       54,      3.5,     30.0,      9.8,     80.0,      0.0,      0.0,      0.2,     0.98,     None,     1.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031617,   1018.7,   1022.4,     14.1,      6.0,       58,      3.7,     30.0,      7.7,     30.0,      0.0,      0.0,      0.0,     0.41,     None,     0.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031618,   1019.0,   1022.7,     14.0,      6.1,       59,      2.3,     40.0,      8.6,     50.0,      0.0,      0.0,      0.0,     0.08,     None,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031619,   1019.6,   1023.3,     14.2,      5.6,       56,      1.6,     70.0,      6.9,     50.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031620,   1020.0,   1023.7,     14.1,      5.5,       56,      1.1,     80.0,      6.6,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031621,   1020.6,   1024.3,     14.2,      6.1,       58,      1.9,    100.0,      5.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031622,   1019.7,   1023.4,     14.3,      5.1,       54,      2.7,     90.0,      6.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031623,   1019.4,   1023.1,     14.1,      6.0,       58,      2.4,    140.0,      6.1,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031624,   1019.1,   1022.8,     14.2,      6.1,       58,      2.3,    100.0,      7.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031701,   1019.1,   1022.8,     14.2,      5.6,       56,      2.8,     90.0,      8.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031702,   1018.8,   1022.5,     14.1,      6.2,       59,      3.0,    100.0,      9.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031703,   1018.5,   1022.2,     13.8,      6.2,       60,      2.9,     60.0,      7.8,     50.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031704,   1019.1,   1022.8,     13.4,      5.3,       58,      2.4,     80.0,      9.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031705,   1019.0,   1022.7,     13.3,      5.2,       58,      2.8,     80.0,      9.0,     20.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031706,   1019.5,   1023.2,     13.2,      4.6,       56,      2.8,    100.0,      9.5,     50.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031707,   1020.1,   1023.8,     13.0,      5.4,       60,      3.1,    100.0,      8.2,    110.0,     -9.8,      0.2,      0.0,     0.01,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031708,   1020.8,   1024.5,     13.0,      4.7,       57,      2.9,     90.0,      8.5,    100.0,      0.0,      0.0,      0.0,     0.06,     None,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031709,   1021.2,   1024.9,     13.1,      4.8,       57,      3.6,     70.0,     10.1,     50.0,      0.0,      0.0,      0.0,     0.12,     None,     0.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031710,   1021.6,   1025.3,     13.0,      4.7,       57,      3.3,     60.0,      9.2,     70.0,      0.0,      0.0,      0.0,     0.15,     None,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031711,   1020.7,   1024.4,     12.9,      4.4,       56,      2.4,    110.0,      7.6,     80.0,     -9.8,      0.1,      0.0,     0.23,     None,     0.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031712,   1019.8,   1023.5,     13.0,      4.4,       56,      2.6,    100.0,      8.0,    110.0,      0.0,      0.0,      0.0,     0.33,     None,     1.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031713,   1018.9,   1022.6,     13.1,      4.5,       56,      2.2,     40.0,      7.7,     60.0,      0.0,      0.0,      0.0,     0.28,     None,     0.96,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031714,   1017.9,   1021.6,     13.0,      4.7,       57,      2.4,    100.0,      8.2,     90.0,      0.0,      0.0,      0.0,     0.30,     None,     1.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031715,   1017.6,   1021.3,     13.2,      4.6,       56,      3.2,    110.0,      8.9,    100.0,      0.0,      0.0,      0.0,     0.45,     None,     1.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031716,   1017.0,   1020.7,     13.2,      4.6,       56,      2.8,     90.0,      8.0,    100.0,      0.0,      0.0,      0.0,     0.56,     None,     1.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031717,   1017.3,   1021.0,     13.2,      5.1,       58,      3.1,    110.0,      7.8,     90.0,      0.0,      0.0,      0.0,     0.26,     None,     0.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031718,   1017.4,   1021.1,     13.1,      5.3,       59,      3.3,    100.0,      8.6,    100.0,      0.0,      0.0,      0.0,     0.08,     None,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031719,   1017.6,   1021.3,     13.1,      5.5,       60,      3.0,    110.0,      8.3,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031720,   1017.7,   1021.4,     13.2,      5.6,       60,      4.1,    120.0,      7.5,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031721,   1018.3,   1022.0,     13.3,      6.0,       61,      2.2,    130.0,      7.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031722,   1018.5,   1022.2,     13.4,      6.3,       62,      1.8,    140.0,      5.2,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031723,   1018.3,   1022.0,     13.7,      7.3,       65,      2.1,    100.0,      5.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031724,   1018.5,   1022.2,     13.9,      7.7,       66,      1.7,    120.0,      6.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031801,   1018.1,   1021.8,     14.1,      8.1,       67,      2.3,    120.0,      5.9,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031802,   1018.7,   1022.4,     14.3,      7.8,       65,      1.3,    120.0,      5.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031803,   1019.2,   1022.9,     13.9,      8.1,       68,      1.6,    150.0,      2.8,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031804,   1018.7,   1022.4,     14.1,      7.9,       66,      1.5,    160.0,      3.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031805,   1019.0,   1022.7,     13.1,      9.6,       79,      2.6,    180.0,      4.8,    190.0,     -9.8,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031806,   1019.2,   1022.9,     12.9,      9.4,       79,      2.0,    160.0,      5.1,    160.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031807,   1019.7,   1023.4,     13.0,      8.9,       76,      3.1,    180.0,      5.7,    170.0,     -9.8,      0.1,      0.0,     0.01,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031808,   1020.4,   1024.1,     13.7,      6.1,       60,      2.4,    140.0,      5.2,    100.0,      0.0,      0.0,      0.0,     0.15,     None,     0.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031809,   1020.7,   1024.4,     13.8,      7.1,       64,      1.1,    140.0,      5.5,    140.0,      0.0,      0.0,      0.0,     0.29,     None,     0.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031810,   1020.7,   1024.4,     14.5,      7.3,       62,      1.3,    160.0,      2.9,    160.0,      0.0,      0.0,      0.0,     0.49,     None,     1.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031811,   1020.8,   1024.5,     15.0,      7.6,       61,      1.0,    220.0,      3.7,    180.0,      0.0,      0.0,      0.0,     0.88,     None,     2.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031812,   1020.7,   1024.4,     15.7,      2.2,       40,      1.4,     80.0,      6.7,     90.0,      0.0,      0.0,      0.0,     0.43,     None,     1.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031813,   1019.8,   1023.5,     15.7,      2.5,       41,      2.2,     80.0,      6.4,     90.0,      0.0,      0.0,      0.0,     0.63,     None,     2.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031814,   1019.6,   1023.3,     15.6,      2.8,       42,      2.1,     80.0,      6.3,     80.0,      0.0,      0.0,      0.0,     0.37,     None,     1.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031815,   1019.3,   1023.0,     15.5,      2.7,       42,      1.9,    100.0,      6.4,    100.0,      0.0,      0.0,      0.0,     0.31,     None,     0.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031816,   1019.3,   1023.0,     15.8,      2.9,       42,      1.6,     90.0,      5.5,     90.0,      0.0,      0.0,      0.0,     0.52,     None,     1.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031817,   1019.4,   1023.1,     15.9,      2.7,       41,      3.1,    130.0,      6.9,    130.0,      0.0,      0.0,      0.9,     1.08,     None,     1.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031818,   1020.0,   1023.7,     15.4,      2.9,       43,      2.5,    100.0,      7.2,     80.0,      0.0,      0.0,      0.8,     0.27,     None,     0.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031819,   1020.5,   1024.2,     14.9,      4.0,       48,      2.1,    100.0,      6.6,     80.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031820,   1021.3,   1025.0,     13.9,      4.8,       54,      1.7,    130.0,      5.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031821,   1021.6,   1025.3,     13.4,      4.8,       56,      2.2,    140.0,      3.9,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031822,   1021.4,   1025.1,     12.5,      6.1,       65,      1.1,    170.0,      4.7,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031823,   1021.5,   1025.2,     13.6,      4.5,       54,      2.5,    110.0,      5.8,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031824,   1021.6,   1025.3,     13.2,      5.4,       59,      1.8,     90.0,      5.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031901,   1021.4,   1025.1,     13.5,      5.2,       57,      1.7,     90.0,      5.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031902,   1021.4,   1025.1,     13.0,      5.9,       62,      1.5,    100.0,      4.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031903,   1021.3,   1025.0,     12.5,      6.8,       68,      0.9,    100.0,      3.1,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031904,   1021.1,   1024.8,     12.6,      6.4,       66,      1.3,     90.0,      3.6,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031905,   1021.7,   1025.4,     12.4,      7.1,       70,      0.5,    100.0,      3.6,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031906,   1022.1,   1025.8,     12.6,      7.5,       71,      1.5,    130.0,      3.3,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031907,   1022.7,   1026.4,     14.8,      8.3,       65,      2.4,    110.0,      6.4,     90.0,      0.0,      0.0,      0.0,     0.03,     None,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031908,   1023.7,   1027.4,     15.0,      8.7,       66,      3.4,    110.0,      8.4,    110.0,      0.0,      0.0,      0.0,     0.05,     None,     0.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031909,   1024.2,   1027.9,     14.5,      9.1,       70,      3.3,    110.0,      9.3,    120.0,     -9.8,      0.1,      0.0,     0.14,     None,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031910,   1024.1,   1027.8,     14.9,      8.8,       67,      2.4,    110.0,      6.9,    110.0,      0.0,      0.0,      0.0,     0.39,     None,     1.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031911,   1023.6,   1027.3,     15.9,      8.2,       60,      2.5,    100.0,      9.0,    110.0,      0.0,      0.0,      0.0,     0.81,     None,     2.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031912,   1022.5,   1026.2,     16.6,      8.1,       57,      4.1,    100.0,     11.2,     80.0,      0.0,      0.0,      0.0,     1.41,     None,     4.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031913,   1022.0,   1025.7,     16.8,      6.9,       52,      4.8,    100.0,     12.6,     80.0,      0.0,      0.0,      0.3,     2.31,     None,     7.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031914,   1021.6,   1025.3,     16.3,      6.7,       53,      3.2,     90.0,     12.1,     90.0,      0.0,      0.0,      0.0,     1.15,     None,     3.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031915,   1020.9,   1024.6,     16.4,      6.8,       53,      3.1,     90.0,     10.9,    100.0,      0.0,      0.0,      0.0,     0.88,     None,     2.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031916,   1021.0,   1024.7,     16.5,      6.6,       52,      3.9,    120.0,     10.6,    100.0,      0.0,      0.0,      0.2,     1.21,     None,     2.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031917,   1021.3,   1025.0,     15.9,      6.6,       54,      3.6,    100.0,      9.5,    110.0,      0.0,      0.0,      0.0,     0.52,     None,     0.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031918,   1022.0,   1025.7,     15.6,      6.3,       54,      3.1,    100.0,     10.7,    100.0,      0.0,      0.0,      0.0,     0.19,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031919,   1022.5,   1026.2,     15.2,      6.8,       57,      2.6,    120.0,      9.1,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031920,   1023.1,   1026.8,     14.7,      6.5,       58,      3.6,    110.0,      7.5,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031921,   1023.5,   1027.2,     14.3,      6.7,       60,      2.9,    120.0,      7.2,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031922,   1023.5,   1027.2,     14.1,      6.7,       61,      2.5,    100.0,      7.7,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031923,   1023.3,   1027.0,     13.8,      7.1,       64,      2.1,    110.0,      6.7,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031924,   1023.2,   1026.9,     13.6,      7.4,       66,      2.5,    100.0,      7.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032001,   1023.0,   1026.7,     13.4,      7.4,       67,      1.9,     90.0,      5.9,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032002,   1022.9,   1026.6,     13.5,      7.3,       66,      2.5,    120.0,      5.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032003,   1022.7,   1026.4,     13.3,      7.1,       66,      1.2,    130.0,      4.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032004,   1022.9,   1026.6,     11.8,      7.9,       77,      0.9,    170.0,      2.7,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032005,   1023.0,   1026.7,     12.0,      7.5,       74,      1.1,    190.0,      3.4,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032006,   1023.1,   1026.8,     11.7,      8.0,       78,      1.4,    140.0,      3.4,     70.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032007,   1023.5,   1027.2,     12.4,      8.1,       75,      1.0,    210.0,      3.9,    150.0,      0.0,      0.0,      0.6,     0.21,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032008,   1023.9,   1027.6,     15.8,      6.8,       55,      2.2,    100.0,      6.1,    100.0,      0.0,      0.0,      1.0,     0.94,     None,     1.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032009,   1023.6,   1027.3,     17.4,      7.2,       51,      3.1,     90.0,      8.6,     80.0,      0.0,      0.0,      1.0,     1.84,     None,     2.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032010,   1023.0,   1026.6,     18.3,      4.5,       40,      3.3,    100.0,      8.6,    100.0,      0.0,      0.0,      1.0,     2.60,     None,     5.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032011,   1022.6,   1026.2,     19.8,      5.8,       40,      1.9,     70.0,     10.0,     60.0,      0.0,      0.0,      1.0,     3.14,     None,     8.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032012,   1021.9,   1025.5,     20.2,      5.5,       38,      3.9,     70.0,      9.9,     70.0,      0.0,      0.0,      1.0,     3.44,     None,     9.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032013,   1020.8,   1024.4,     20.2,      6.9,       42,      3.7,     80.0,     12.0,     70.0,      0.0,      0.0,      1.0,     3.43,     None,     9.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032014,   1020.4,   1024.0,     20.1,      4.2,       35,      4.5,     60.0,     10.9,     60.0,      0.0,      0.0,      1.0,     3.20,     None,     8.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032015,   1019.9,   1023.5,     19.8,      5.1,       38,      3.3,    110.0,     10.1,     70.0,      0.0,      0.0,      1.0,     2.70,     None,     5.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032016,   1020.1,   1023.7,     19.1,      5.9,       42,      2.9,     70.0,     10.0,     50.0,      0.0,      0.0,      1.0,     1.94,     None,     2.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032017,   1020.3,   1023.9,     17.7,      6.6,       48,      2.8,    100.0,     11.2,     80.0,      0.0,      0.0,      1.0,     1.07,     None,     1.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032018,   1020.5,   1024.2,     16.9,      6.4,       50,      3.9,    100.0,     10.8,    120.0,      0.0,      0.0,      0.7,     0.28,     None,     0.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032019,   1020.7,   1024.4,     16.5,      6.6,       52,      3.8,    100.0,      9.1,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032020,   1020.8,   1024.5,     15.9,      6.9,       55,      2.2,    110.0,      7.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032021,   1021.4,   1025.1,     15.7,      7.0,       56,      2.1,    100.0,      6.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032022,   1021.6,   1025.3,     15.4,      6.4,       55,      2.4,    100.0,      5.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032023,   1021.4,   1025.1,     15.1,      6.7,       57,      1.7,    100.0,      5.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032024,   1021.2,   1024.9,     14.7,      6.8,       59,      1.3,    120.0,      4.9,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032101,   1020.9,   1024.6,     14.9,      6.7,       58,      1.7,    100.0,      4.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032102,   1020.7,   1024.4,     13.8,      7.6,       66,      1.2,    140.0,      3.8,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032103,   1020.5,   1024.2,     13.3,      7.5,       68,      1.2,    170.0,      2.9,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032104,   1020.6,   1024.3,     13.0,      7.7,       70,      1.5,    170.0,      3.8,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032105,   1020.8,   1024.5,     12.9,      7.8,       71,      1.6,    170.0,      3.4,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032106,   1021.3,   1025.0,     12.7,      7.6,       71,      1.2,    170.0,      3.1,    160.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032107,   1021.8,   1025.5,     12.9,      8.0,       72,      0.4,    150.0,      3.2,    180.0,      0.0,      0.0,      0.6,     0.24,     None,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032108,   1022.0,   1025.7,     15.5,      8.7,       64,      0.9,    140.0,      2.5,    160.0,      0.0,      0.0,      1.0,     0.99,     None,     1.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032109,   1022.0,   1025.6,     19.6,      6.7,       43,      1.2,    130.0,      3.2,    120.0,      0.0,      0.0,      1.0,     1.87,     None,     2.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025032110,   1021.2,   1024.8,     22.0,      3.7,       30,      2.9,    130.0,      6.7,    120.0,      0.0,      0.0,      1.0,     2.62,     None,     5.54,     None,     None,     None,     None,     None,     None,     None,     None
