﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025041602,   1009.2,   1012.8,     20.5,     15.5,       73,      1.4,    180.0,      2.7,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041603,   1009.1,   1012.7,     20.4,     14.8,       70,      1.9,    180.0,      3.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041604,   1009.0,   1012.6,     20.0,     15.0,       73,      1.9,    180.0,      3.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041605,   1009.5,   1013.1,     19.7,     13.9,       69,      1.9,    180.0,      3.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041606,   1010.2,   1013.8,     19.6,     13.6,       68,      2.1,    180.0,      3.9,    180.0,      0.0,      0.0,      0.0,     0.04,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041607,   1010.5,   1014.1,     20.3,     13.3,       64,      0.9,    180.0,      3.7,    180.0,      0.0,      0.0,      0.9,     0.50,     None,     0.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041608,   1010.7,   1014.2,     22.3,     13.1,       56,      1.2,    220.0,      4.2,    180.0,      0.0,      0.0,      1.0,     1.33,     None,     1.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041609,   1010.5,   1014.0,     24.6,     14.1,       52,      0.5,    220.0,      1.8,    190.0,      0.0,      0.0,      1.0,     2.15,     None,     3.50,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041610,   1010.0,   1013.5,     27.6,     12.4,       39,      0.8,    160.0,      2.2,    130.0,      0.0,      0.0,      1.0,     2.85,     None,     6.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041611,   1009.6,   1013.1,     28.3,     13.1,       39,      1.0,     50.0,      3.3,    340.0,      0.0,      0.0,      0.8,     2.52,     None,     8.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041612,   1008.9,   1012.4,     30.1,     10.7,       30,      1.8,    320.0,      4.8,    320.0,      0.0,      0.0,      1.0,     3.59,     None,     9.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041613,   1008.1,   1011.6,     29.7,     16.9,       46,      2.7,    350.0,      7.2,    350.0,      0.0,      0.0,      1.0,     3.43,     None,     8.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041614,   1007.6,   1011.0,     30.1,     16.5,       44,      2.9,    340.0,      7.5,     10.0,      0.0,      0.0,      1.0,     3.13,     None,     6.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041615,   1007.1,   1010.6,     28.8,     17.7,       51,      2.9,    350.0,      7.7,    340.0,      0.0,      0.0,      1.0,     2.68,     None,     5.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041616,   1007.1,   1010.6,     27.8,     16.1,       49,      4.0,    360.0,      7.5,    350.0,      0.0,      0.0,      1.0,     1.94,     None,     2.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041617,   1007.3,   1010.8,     27.1,     15.8,       50,      2.2,     10.0,      6.3,    340.0,      0.0,      0.0,      1.0,     1.13,     None,     1.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041618,   1007.8,   1011.3,     25.8,     15.5,       53,      2.5,     10.0,      5.4,     10.0,      0.0,      0.0,      0.1,     0.27,     None,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041619,   1008.2,   1011.7,     25.1,     16.0,       57,      1.3,    360.0,      5.1,    360.0,      0.0,      0.0,      0.0,     0.00,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041620,   1008.9,   1012.4,     24.8,     16.3,       59,      0.9,     10.0,      3.0,    350.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041621,   1009.3,   1012.8,     24.3,     17.8,       67,      2.1,    180.0,      3.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041622,   1009.4,   1012.9,     23.5,     17.7,       70,      1.2,    170.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041623,   1009.3,   1012.8,     22.9,     17.8,       73,      2.4,    170.0,      4.0,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041624,   1008.7,   1012.2,     22.4,     18.0,       76,      2.4,    170.0,      4.0,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041701,   1008.2,   1011.7,     21.9,     17.9,       78,      2.2,    180.0,      3.7,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041702,   1007.6,   1011.1,     21.9,     17.3,       75,      1.0,    170.0,      4.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041703,   1007.5,   1011.0,     21.6,     17.6,       78,      1.3,    170.0,      3.5,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041704,   1007.8,   1011.3,     21.6,     17.2,       76,      1.0,    160.0,      2.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041705,   1007.8,   1011.4,     21.3,     17.3,       78,      1.6,    170.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041706,   1008.4,   1012.0,     21.2,     17.0,       77,      1.3,    160.0,      3.9,    180.0,      0.0,      0.0,      0.0,     0.03,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041707,   1008.9,   1012.4,     21.8,     17.4,       76,      0.7,    200.0,      3.8,    180.0,      0.0,      0.0,      0.1,     0.40,     None,     0.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041708,   1009.3,   1012.8,     22.8,     17.5,       72,      0.9,    220.0,      2.6,    180.0,      0.0,      0.0,      0.0,     0.61,     None,     0.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041709,   1009.1,   1012.6,     24.9,     18.4,       67,      0.7,     90.0,      2.3,    270.0,      0.0,      0.0,      0.3,     1.53,     None,     3.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041710,   1008.8,   1012.3,     26.8,     17.6,       57,      1.0,    140.0,      2.7,    130.0,      0.0,      0.0,      1.0,     2.69,     None,     6.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041711,   1008.0,   1011.5,     28.4,     16.7,       49,      1.7,    150.0,      4.3,    100.0,      0.0,      0.0,      1.0,     3.07,     None,     8.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041712,   1007.3,   1010.7,     29.8,     17.0,       46,      1.3,    320.0,      4.2,    320.0,      0.0,      0.0,      1.0,     2.86,     None,     8.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041713,   1006.5,   1009.9,     29.8,     17.6,       48,      2.2,    330.0,      5.8,    350.0,      0.0,      0.0,      0.6,     2.29,     None,     7.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041714,   1005.9,   1009.3,     30.7,     18.5,       48,      3.7,    340.0,      5.9,    340.0,      0.0,      0.0,      0.9,     3.01,     None,     7.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041715,   1005.6,   1009.0,     29.9,     18.4,       50,      1.8,    320.0,      6.6,    360.0,      0.0,      0.0,      1.0,     2.74,     None,     5.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041716,   1005.0,   1008.5,     29.0,     17.9,       51,      1.0,    340.0,      5.6,    340.0,      0.0,      0.0,      0.7,     1.47,     None,     2.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041717,   1005.0,   1008.5,     28.0,     17.6,       53,      2.1,     10.0,      4.4,    350.0,      0.0,      0.0,      0.0,     0.25,     None,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041718,   1005.4,   1008.9,     27.3,     17.8,       56,      1.8,    340.0,      4.4,    320.0,      0.0,      0.0,      0.0,     0.17,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041719,   1005.6,   1009.1,     26.5,     17.9,       59,      0.2,      0.0,      3.9,    340.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041720,   1006.0,   1009.5,     26.6,     16.8,       55,      0.5,    120.0,      2.6,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041721,   1006.2,   1009.7,     25.8,     18.0,       62,      2.0,    150.0,      3.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041722,   1006.7,   1010.2,     25.2,     18.9,       68,      1.1,    180.0,      3.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041723,   1006.2,   1009.7,     24.3,     19.2,       73,      2.0,    180.0,      3.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041724,   1005.8,   1009.3,     23.7,     19.2,       76,      1.2,    190.0,      3.9,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041801,   1005.9,   1009.4,     23.4,     18.9,       76,      2.1,    180.0,      3.8,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041802,   1005.4,   1008.9,     23.2,     18.7,       76,      2.7,    180.0,      4.6,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041803,   1005.5,   1009.0,     22.8,     18.6,       77,      1.7,    170.0,      3.6,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041804,   1005.9,   1009.4,     22.6,     18.8,       79,      1.3,    170.0,      3.6,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041805,   1006.5,   1010.0,     22.7,     18.5,       77,      2.3,    180.0,      4.2,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041806,   1007.1,   1010.6,     22.8,     18.8,       78,      0.6,    190.0,      4.2,    180.0,      0.0,      0.0,      0.0,     0.02,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041807,   1007.8,   1011.3,     23.3,     19.1,       77,      1.1,    160.0,      2.5,    160.0,      0.0,      0.0,      0.0,     0.16,     None,     0.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041808,   1008.3,   1011.8,     24.5,     19.1,       72,      0.5,    110.0,      3.4,    190.0,      0.0,      0.0,      0.0,     0.66,     None,     1.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041809,   1008.3,   1011.8,     26.3,     19.5,       66,      0.9,    100.0,      2.3,    130.0,      0.0,      0.0,      0.3,     1.54,     None,     3.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041810,   1008.5,   1012.0,     28.2,     20.3,       62,      0.8,     10.0,      2.9,     20.0,      0.0,      0.0,      0.3,     1.64,     None,     4.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041811,   1008.2,   1011.6,     30.1,     21.0,       58,      1.9,    310.0,      6.2,    300.0,      0.0,      0.0,      0.8,     2.69,     None,     8.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041812,   1007.8,   1011.3,     29.6,     21.6,       62,      2.3,    320.0,      6.5,    320.0,      0.0,      0.0,      0.3,     1.92,     None,     5.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041813,   1007.3,   1010.8,     29.1,     21.9,       65,      2.4,    350.0,      6.2,    330.0,      0.0,      0.0,      0.1,     1.82,     None,     5.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041814,   1007.0,   1010.5,     28.9,     21.9,       66,      2.2,    340.0,      6.5,    350.0,      0.0,      0.0,      0.0,     1.47,     None,     4.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041815,   1006.5,   1010.0,     28.1,     22.4,       71,      1.1,    360.0,      5.5,    360.0,      0.0,      0.0,      0.0,     0.89,     None,     2.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041816,   1006.6,   1010.1,     27.9,     21.5,       68,      1.4,     90.0,      3.3,    140.0,      0.0,      0.0,      0.0,     0.39,     None,     0.96,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041817,   1006.6,   1010.1,     28.0,     20.6,       64,      1.6,    130.0,      3.9,    120.0,      0.0,      0.0,      0.0,     0.32,     None,     0.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041818,   1006.9,   1010.4,     27.6,     19.7,       62,      2.8,    110.0,      6.8,     90.0,      0.0,      0.0,      0.0,     0.14,     None,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041819,   1006.9,   1010.4,     27.0,     19.9,       65,      2.6,    120.0,      6.5,    140.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041820,   1006.8,   1010.3,     26.8,     20.2,       67,      2.4,    120.0,      6.1,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041821,   1007.0,   1010.5,     26.6,     20.2,       68,      2.3,    120.0,      6.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041822,   1007.0,   1010.5,     26.6,     20.2,       68,      1.5,    120.0,      3.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041823,   1007.3,   1010.8,     25.4,     21.5,       79,      1.7,    230.0,      3.4,    240.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041824,   1007.3,   1010.8,     25.0,     21.5,       81,      1.1,    220.0,      3.1,    230.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041901,   1006.9,   1010.4,     25.3,     21.2,       78,      1.3,    230.0,      3.0,    220.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041902,   1006.7,   1010.2,     24.8,     20.1,       75,      1.6,    170.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041903,   1006.4,   1009.9,     24.4,     19.9,       76,      1.2,    170.0,      3.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041904,   1006.8,   1010.3,     24.2,     19.9,       77,      1.9,    180.0,      3.8,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041905,   1007.3,   1010.8,     24.2,     20.1,       78,      0.8,    190.0,      2.8,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041906,   1007.2,   1010.7,     24.1,     20.0,       78,      1.9,    180.0,      3.7,    170.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041907,   1007.3,   1010.8,     24.6,     20.5,       78,      1.5,    180.0,      3.5,    160.0,      0.0,      0.0,      0.2,     0.41,     None,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041908,   1007.6,   1011.1,     25.6,     20.9,       75,      1.1,    180.0,      3.5,    180.0,      0.0,      0.0,      0.2,     0.83,     None,     1.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041909,   1007.6,   1011.1,     27.8,     20.6,       65,      0.6,    180.0,      2.7,    130.0,      0.0,      0.0,      0.7,     1.70,     None,     3.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041910,   1007.4,   1010.9,     29.7,     20.6,       58,      2.0,    240.0,      5.4,    260.0,      0.0,      0.0,      0.6,     2.32,     None,     6.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041911,   1006.8,   1010.2,     29.8,     21.0,       59,      0.6,    220.0,      4.9,    280.0,      0.0,      0.0,      0.2,     1.87,     None,     6.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041912,   1005.8,   1009.2,     31.7,     21.0,       53,      1.4,    340.0,      5.2,    310.0,      0.0,      0.0,      1.0,     3.57,     None,    11.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041913,   1005.3,   1008.7,     31.9,     22.9,       59,      3.4,    340.0,      7.5,    360.0,      0.0,      0.0,      0.8,     3.26,     None,     9.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041914,   1004.8,   1008.2,     31.2,     24.1,       66,      2.4,    360.0,      6.5,    360.0,      0.0,      0.0,      0.2,     1.75,     None,     5.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041915,   1004.3,   1007.7,     30.5,     24.2,       69,      1.8,    340.0,      6.9,     50.0,      0.0,      0.0,      0.3,     1.48,     None,     3.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041916,   1003.9,   1007.3,     29.3,     22.3,       66,      3.6,    100.0,      7.1,    100.0,      0.0,      0.0,      0.0,     0.61,     None,     1.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041917,   1004.3,   1007.8,     28.8,     22.8,       70,      2.7,    100.0,      6.9,     70.0,      0.0,      0.0,      0.0,     0.39,     None,     0.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041918,   1004.9,   1008.4,     28.4,     21.0,       64,      2.2,    110.0,      6.3,    100.0,      0.0,      0.0,      0.0,     0.14,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041919,   1005.1,   1008.6,     28.3,     21.1,       65,      2.3,    110.0,      6.2,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041920,   1005.6,   1009.1,     28.1,     21.4,       67,      1.8,    130.0,      5.7,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041921,   1005.9,   1009.4,     27.9,     22.2,       71,      1.0,    150.0,      3.4,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041922,   1006.7,   1010.2,     27.7,     21.5,       69,      1.4,    230.0,      2.5,    230.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041923,   1008.4,   1011.9,     23.2,     21.8,       92,      3.6,    320.0,     19.4,    300.0,     12.0,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041924,   1008.7,   1012.2,     22.7,     21.7,       94,      2.9,    230.0,      7.9,    310.0,     11.0,      0.9,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042001,   1006.7,   1010.2,     23.3,     21.8,       91,      0.9,    260.0,      7.3,    290.0,      0.5,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042002,   1004.2,   1007.7,     22.7,     21.5,       93,      1.0,    220.0,      4.2,    270.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042003,   1003.2,   1006.7,     22.7,     21.7,       94,      1.8,     10.0,      4.0,    360.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042004,   1005.8,   1009.3,     23.3,     21.8,       91,      0.7,    360.0,      3.9,    300.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042005,   1006.5,   1010.0,     23.8,     22.6,       93,      1.1,    240.0,      3.8,    320.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042006,   1007.3,   1010.8,     23.4,     21.5,       89,      1.9,    170.0,      3.4,    170.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042007,   1007.8,   1011.3,     23.8,     21.1,       85,      0.3,    220.0,      2.3,    140.0,      0.0,      0.0,      0.0,     0.07,     None,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042008,   1008.5,   1012.0,     24.4,     21.5,       84,      0.7,    200.0,      2.7,    180.0,      0.0,      0.0,      0.0,     0.20,     None,     0.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042009,   1008.7,   1012.2,     25.9,     22.8,       83,      0.4,    360.0,      2.4,     10.0,      0.0,      0.0,      0.0,     0.83,     None,     2.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042010,   1009.0,   1012.5,     27.3,     23.3,       79,      1.1,    290.0,      4.1,    320.0,      0.0,      0.0,      0.1,     1.24,     None,     3.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042011,   1009.2,   1012.7,     27.5,     23.3,       78,      1.4,    280.0,      6.2,    320.0,      0.0,      0.0,      0.0,     1.06,     None,     3.67,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042012,   1008.7,   1012.2,     28.1,     23.5,       76,      2.1,    300.0,      6.0,    330.0,      0.0,      0.0,      0.0,     1.20,     None,     4.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042013,   1008.2,   1011.7,     29.1,     23.1,       70,      2.1,    290.0,      7.0,    310.0,      0.0,      0.0,      0.1,     1.92,     None,     6.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042014,   1007.9,   1011.4,     27.7,     23.7,       79,      3.1,    330.0,      8.4,    350.0,      0.0,      0.0,      0.1,     1.53,     None,     5.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042015,   1008.1,   1011.6,     27.6,     23.4,       78,      3.4,    330.0,      8.2,    360.0,      0.0,      0.0,      0.0,     1.31,     None,     3.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042016,   1008.8,   1012.3,     25.2,     24.2,       94,      1.5,    310.0,     10.0,    350.0,      4.5,      0.6,      0.0,     0.13,     None,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042017,   1009.0,   1012.5,     24.4,     23.2,       93,      1.4,    240.0,      7.0,    310.0,      3.0,      0.8,      0.0,     0.10,     None,     0.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042018,   1008.6,   1012.1,     23.8,     22.6,       93,      2.9,    360.0,      4.6,    360.0,      1.5,      0.3,      0.2,     0.35,     None,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042019,   1009.2,   1012.7,     23.5,     22.7,       95,      0.1,      0.0,      4.0,    360.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042020,   1009.3,   1012.8,     23.8,     22.4,       92,      1.0,    160.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042021,   1009.5,   1013.0,     23.7,     22.3,       92,      0.8,    130.0,      3.7,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042022,   1009.7,   1013.2,     23.7,     22.1,       91,      1.7,    120.0,      4.7,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042023,   1009.8,   1013.3,     23.7,     21.6,       88,      1.9,    130.0,      4.9,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042024,   1009.6,   1013.1,     23.5,     21.6,       89,      1.5,    130.0,      6.2,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025042101,   1009.3,   1012.8,     23.1,     21.6,       91,      1.4,    150.0,      2.7,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
